path,filename,label,sample_rate,duration_sec,rms_mean,clip_percent,dc_offset
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/139948-3-4-0.wav,139948-3-4-0.wav,dog_bark,44100,1.23,0.005458424333482981,0.0,6.341696280287579e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/192236-3-0-6.wav,192236-3-0-6.wav,dog_bark,44100,4.0,0.021107260137796402,0.0,2.0070567643415416e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/194754-3-0-1.wav,194754-3-0-1.wav,dog_bark,44100,4.0,0.06361403316259384,0.0,0.00010083901725010946
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/194753-3-3-0.wav,194753-3-3-0.wav,dog_bark,44100,0.75,0.07067246735095978,0.0,0.0004632081254385412
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/155320-3-0-0.wav,155320-3-0-0.wav,dog_bark,44100,1.1397732426303855,0.17487820982933044,0.005968486391851027,1.730142321321182e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/36902-3-0-0.wav,36902-3-0-0.wav,dog_bark,44100,0.7873469387755102,0.12900374829769135,0.0,2.9684613309655106e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/155488-3-2-0.wav,155488-3-2-0.wav,dog_bark,44100,4.0,0.016453169286251068,0.0,8.876046194927767e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/126521-3-0-2.wav,126521-3-0-2.wav,dog_bark,44100,4.0,0.1430829018354416,0.0,0.002292597433552146
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/44110-3-1-0.wav,44110-3-1-0.wav,dog_bark,44100,0.55,0.024468567222356796,0.0,0.0004484618257265538
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/20571-3-1-0.wav,20571-3-1-0.wav,dog_bark,44100,4.0,0.0379144661128521,0.0,1.3693119171875878e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/122199-3-1-1.wav,122199-3-1-1.wav,dog_bark,44100,4.0,0.027838071808218956,0.0,0.0002653009432833642
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/57553-3-0-0.wav,57553-3-0-0.wav,dog_bark,44100,1.715419501133787,0.0604778416454792,0.0,0.0010765111073851585
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/160575-3-7-0.wav,160575-3-7-0.wav,dog_bark,44100,1.32,0.0217142254114151,0.0,1.5060035366332158e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/61250-3-0-36.wav,61250-3-0-36.wav,dog_bark,44100,4.0,0.004992630332708359,0.0,0.001300415606237948
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/184575-3-0-2.wav,184575-3-0-2.wav,dog_bark,44100,4.0,0.057143498212099075,0.0,1.84679788617359e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/95549-3-0-7.wav,95549-3-0-7.wav,dog_bark,44100,4.0,0.057324934750795364,0.0,1.1069196261814795e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/49808-3-1-8.wav,49808-3-1-8.wav,dog_bark,44100,4.0,0.08025538176298141,0.0,5.6725846661720425e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/70168-3-1-11.wav,70168-3-1-11.wav,dog_bark,44100,4.0,0.019110435619950294,0.0,1.686020550550893e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/34871-3-6-0.wav,34871-3-6-0.wav,dog_bark,44100,4.0,0.04423991218209267,0.0,1.4320060472527985e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/12647-3-1-0.wav,12647-3-1-0.wav,dog_bark,44100,1.1998639455782314,0.03924648463726044,0.0,0.00036958890268579125
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180125-4-3-1.wav,180125-4-3-1.wav,drilling,44100,4.0,0.09406911581754684,0.0,0.0002187072386732325
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/130961-4-2-2.wav,130961-4-2-2.wav,drilling,44100,4.0,0.03638667240738869,0.0,0.00012415507808327675
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/130961-4-3-2.wav,130961-4-3-2.wav,drilling,44100,4.0,0.05131768435239792,0.0,0.00011124582670163363
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/24364-4-0-6.wav,24364-4-0-6.wav,drilling,44100,4.0,0.1330375224351883,0.0,1.6782505554147065e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/14110-4-0-1.wav,14110-4-0-1.wav,drilling,44100,4.0,0.02358069270849228,0.0,1.3620545360026881e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/58005-4-0-40.wav,58005-4-0-40.wav,drilling,44100,4.0,0.07318384200334549,0.0,0.0004610565956681967
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/166931-4-2-7.wav,166931-4-2-7.wav,drilling,44100,4.0,0.15172459185123444,0.0,7.835905853426084e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180125-4-1-7.wav,180125-4-1-7.wav,drilling,44100,4.0,0.0973847433924675,0.0,0.00017159347771666944
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180134-4-2-16.wav,180134-4-2-16.wav,drilling,44100,4.0,0.08675575256347656,0.0,5.077491732663475e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180127-4-0-21.wav,180127-4-0-21.wav,drilling,44100,4.0,0.07878663390874863,0.0,0.0001653182553127408
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/161129-4-0-19.wav,161129-4-0-19.wav,drilling,44100,4.0,0.011781270615756512,0.0,1.169377696896845e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/71087-4-1-0.wav,71087-4-1-0.wav,drilling,44100,0.8,0.04200718551874161,0.0,1.4272676708060317e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/167701-4-11-0.wav,167701-4-11-0.wav,drilling,44100,2.366439909297052,0.09605616331100464,0.0,1.2642014553421177e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/54976-4-1-1.wav,54976-4-1-1.wav,drilling,44100,4.0,0.12209617346525192,0.0,2.60600536421407e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180029-4-8-0.wav,180029-4-8-0.wav,drilling,44100,1.2259637188208616,0.03186274692416191,0.0,5.557835265790345e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/96159-4-1-0.wav,96159-4-1-0.wav,drilling,44100,0.57,0.0991419330239296,0.0,0.0010959679493680596
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/76086-4-0-50.wav,76086-4-0-50.wav,drilling,44100,4.0,0.13104727864265442,0.0,0.0003077681176364422
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/76085-4-0-14.wav,76085-4-0-14.wav,drilling,44100,4.0,0.1398535668849945,0.0,6.135071453172714e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/50629-4-1-4.wav,50629-4-1-4.wav,drilling,44100,4.0,0.04624247923493385,0.0,1.2420602615748066e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/103199-4-6-0.wav,103199-4-6-0.wav,drilling,44100,1.3251927437641724,0.15514889359474182,0.0,0.0003129549149889499
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/57323-8-0-4.wav,57323-8-0-4.wav,siren,44100,4.0,0.09031225740909576,0.0,0.0002346916007809341
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/74726-8-0-3.wav,74726-8-0-3.wav,siren,44100,4.0,0.005156664177775383,0.0,1.2334619896137156e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/157867-8-0-19.wav,157867-8-0-19.wav,siren,44100,4.0,0.20608094334602356,0.0,2.175502004320151e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/158608-8-0-2.wav,158608-8-0-2.wav,siren,44100,4.0,0.041916631162166595,0.0,0.0003547465312294662
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/123688-8-0-15.wav,123688-8-0-15.wav,siren,44100,4.0,0.010849056765437126,0.0,0.0002673382987268269
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/90014-8-0-6.wav,90014-8-0-6.wav,siren,44100,4.0,0.027631184086203575,0.0,4.024687223136425e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/165166-8-0-6.wav,165166-8-0-6.wav,siren,44100,4.0,0.3245639503002167,0.6417233560090703,0.0006834307569079101
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-49.wav,24347-8-0-49.wav,siren,44100,4.0,0.16198626160621643,0.0,6.127527012722567e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-4.wav,24347-8-0-4.wav,siren,44100,4.0,0.01215824019163847,0.0,2.0249632143531926e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-16.wav,24347-8-0-16.wav,siren,44100,4.0,0.045872580260038376,0.0,7.176047802204266e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-71.wav,24347-8-0-71.wav,siren,44100,4.0,0.07960807532072067,0.0,1.3627764019474853e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/90014-8-0-3.wav,90014-8-0-3.wav,siren,44100,4.0,0.026957400143146515,0.0,4.7518929932266474e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/159744-8-0-3.wav,159744-8-0-3.wav,siren,44100,4.0,0.0023338892497122288,0.0,1.0757356783130945e-08
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/57323-8-0-1.wav,57323-8-0-1.wav,siren,44100,4.0,0.1471053808927536,0.0,0.00030044408049434423
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/111671-8-0-17.wav,111671-8-0-17.wav,siren,44100,4.0,0.036567576229572296,0.0,0.00020908756414428353
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/159750-8-0-1.wav,159750-8-0-1.wav,siren,44100,4.0,0.04843517020344734,0.0,1.009861875900242e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/159742-8-0-5.wav,159742-8-0-5.wav,siren,44100,4.0,0.0010407950030639768,0.0,1.2141214256189414e-07
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/22601-8-0-21.wav,22601-8-0-21.wav,siren,44100,4.0,0.02820579893887043,0.0,0.005570643115788698
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-87.wav,24347-8-0-87.wav,siren,44100,4.0,0.08203913271427155,0.0,1.4649729564553127e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/22601-8-0-9.wav,22601-8-0-9.wav,siren,44100,4.0,0.058657798916101456,0.0,0.010294775478541851
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/113601-9-0-35.wav,113601-9-0-35.wav,street_music,44100,4.0,0.24151599407196045,0.0,0.00017978710820898414
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/173891-9-0-10.wav,173891-9-0-10.wav,street_music,44100,4.0,0.011978868395090103,0.0,0.00018118107982445508
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/173891-9-0-2.wav,173891-9-0-2.wav,street_music,44100,4.0,0.010337735526263714,0.0,0.0001840824115788564
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/42955-9-0-12.wav,42955-9-0-12.wav,street_music,44100,4.0,0.07641422748565674,0.0,3.351812847540714e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/115415-9-0-7.wav,115415-9-0-7.wav,street_music,44100,4.0,0.049018967896699905,0.0,5.453926860354841e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/89442-9-0-17.wav,89442-9-0-17.wav,street_music,44100,4.0,0.05347004532814026,0.0,6.599231710424647e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/132162-9-1-63.wav,132162-9-1-63.wav,street_music,44100,4.0,0.09045491367578506,0.0,2.38268012253684e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/109263-9-0-39.wav,109263-9-0-39.wav,street_music,44100,4.0,0.0816846638917923,0.0,6.033034878782928e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/34866-9-0-13.wav,34866-9-0-13.wav,street_music,44100,4.0,0.08777579665184021,0.0,7.47229132684879e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/147491-9-2-6.wav,147491-9-2-6.wav,street_music,44100,4.0,0.06615772098302841,0.0,1.2072657227690797e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/126153-9-0-6.wav,126153-9-0-6.wav,street_music,44100,4.0,0.1346936970949173,0.0,7.142825779737905e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/69304-9-0-12.wav,69304-9-0-12.wav,street_music,44100,4.0,0.06312542408704758,0.0,2.9438217097776942e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/155212-9-0-13.wav,155212-9-0-13.wav,street_music,44100,4.0,0.019382396712899208,0.0,2.880192823795369e-06
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/194310-9-0-73.wav,194310-9-0-73.wav,street_music,44100,4.0,0.20599505305290222,0.012471655328798186,1.8130796888726763e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/155044-9-0-11.wav,155044-9-0-11.wav,street_music,44100,4.0,0.05237354338169098,0.0,0.00038124388083815575
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/99179-9-0-58.wav,99179-9-0-58.wav,street_music,44100,4.0,0.09579204767942429,0.0,0.0033416433725506067
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/96169-9-1-61.wav,96169-9-1-61.wav,street_music,44100,4.0,0.0336630642414093,0.0,5.821902595926076e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/66599-9-1-11.wav,66599-9-1-11.wav,street_music,44100,4.0,0.047479912638664246,0.0,2.8918173484271392e-05
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/28385-9-0-9.wav,28385-9-0-9.wav,street_music,44100,4.0,0.19163349270820618,0.0,0.0004140906676184386
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/180057-9-0-20.wav,180057-9-0-20.wav,street_music,44100,4.0,0.004689864348620176,0.0,9.846166358329356e-05
