path,filename,label,fold,copied_to
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold5/139948-3-4-0.wav,139948-3-4-0.wav,dog_bark,fold5,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/139948-3-4-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/192236-3-0-6.wav,192236-3-0-6.wav,dog_bark,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/192236-3-0-6.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/194754-3-0-1.wav,194754-3-0-1.wav,dog_bark,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/194754-3-0-1.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/194753-3-3-0.wav,194753-3-3-0.wav,dog_bark,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/194753-3-3-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/155320-3-0-0.wav,155320-3-0-0.wav,dog_bark,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/155320-3-0-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/36902-3-0-0.wav,36902-3-0-0.wav,dog_bark,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/36902-3-0-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/155488-3-2-0.wav,155488-3-2-0.wav,dog_bark,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/155488-3-2-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold5/126521-3-0-2.wav,126521-3-0-2.wav,dog_bark,fold5,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/126521-3-0-2.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/44110-3-1-0.wav,44110-3-1-0.wav,dog_bark,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/44110-3-1-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold10/20571-3-1-0.wav,20571-3-1-0.wav,dog_bark,fold10,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/20571-3-1-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/122199-3-1-1.wav,122199-3-1-1.wav,dog_bark,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/122199-3-1-1.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold1/57553-3-0-0.wav,57553-3-0-0.wav,dog_bark,fold1,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/57553-3-0-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/160575-3-7-0.wav,160575-3-7-0.wav,dog_bark,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/160575-3-7-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold9/61250-3-0-36.wav,61250-3-0-36.wav,dog_bark,fold9,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/61250-3-0-36.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold9/184575-3-0-2.wav,184575-3-0-2.wav,dog_bark,fold9,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/184575-3-0-2.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/95549-3-0-7.wav,95549-3-0-7.wav,dog_bark,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/95549-3-0-7.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold2/49808-3-1-8.wav,49808-3-1-8.wav,dog_bark,fold2,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/49808-3-1-8.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/70168-3-1-11.wav,70168-3-1-11.wav,dog_bark,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/70168-3-1-11.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/34871-3-6-0.wav,34871-3-6-0.wav,dog_bark,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/34871-3-6-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold3/12647-3-1-0.wav,12647-3-1-0.wav,dog_bark,fold3,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/dog_bark/12647-3-1-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold5/180125-4-3-1.wav,180125-4-3-1.wav,drilling,fold5,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180125-4-3-1.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/130961-4-2-2.wav,130961-4-2-2.wav,drilling,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/130961-4-2-2.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/130961-4-3-2.wav,130961-4-3-2.wav,drilling,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/130961-4-3-2.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/24364-4-0-6.wav,24364-4-0-6.wav,drilling,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/24364-4-0-6.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/14110-4-0-1.wav,14110-4-0-1.wav,drilling,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/14110-4-0-1.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/58005-4-0-40.wav,58005-4-0-40.wav,drilling,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/58005-4-0-40.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/166931-4-2-7.wav,166931-4-2-7.wav,drilling,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/166931-4-2-7.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold5/180125-4-1-7.wav,180125-4-1-7.wav,drilling,fold5,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180125-4-1-7.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/180134-4-2-16.wav,180134-4-2-16.wav,drilling,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180134-4-2-16.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold10/180127-4-0-21.wav,180127-4-0-21.wav,drilling,fold10,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180127-4-0-21.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/161129-4-0-19.wav,161129-4-0-19.wav,drilling,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/161129-4-0-19.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold1/71087-4-1-0.wav,71087-4-1-0.wav,drilling,fold1,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/71087-4-1-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/167701-4-11-0.wav,167701-4-11-0.wav,drilling,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/167701-4-11-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold9/54976-4-1-1.wav,54976-4-1-1.wav,drilling,fold9,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/54976-4-1-1.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold9/180029-4-8-0.wav,180029-4-8-0.wav,drilling,fold9,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/180029-4-8-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/96159-4-1-0.wav,96159-4-1-0.wav,drilling,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/96159-4-1-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold2/76086-4-0-50.wav,76086-4-0-50.wav,drilling,fold2,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/76086-4-0-50.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/76085-4-0-14.wav,76085-4-0-14.wav,drilling,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/76085-4-0-14.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/50629-4-1-4.wav,50629-4-1-4.wav,drilling,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/50629-4-1-4.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold3/103199-4-6-0.wav,103199-4-6-0.wav,drilling,fold3,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/drilling/103199-4-6-0.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/57323-8-0-4.wav,57323-8-0-4.wav,siren,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/57323-8-0-4.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/74726-8-0-3.wav,74726-8-0-3.wav,siren,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/74726-8-0-3.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold1/157867-8-0-19.wav,157867-8-0-19.wav,siren,fold1,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/157867-8-0-19.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/158608-8-0-2.wav,158608-8-0-2.wav,siren,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/158608-8-0-2.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold2/123688-8-0-15.wav,123688-8-0-15.wav,siren,fold2,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/123688-8-0-15.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold3/90014-8-0-6.wav,90014-8-0-6.wav,siren,fold3,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/90014-8-0-6.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold10/165166-8-0-6.wav,165166-8-0-6.wav,siren,fold10,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/165166-8-0-6.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/24347-8-0-49.wav,24347-8-0-49.wav,siren,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-49.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/24347-8-0-4.wav,24347-8-0-4.wav,siren,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-4.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/24347-8-0-16.wav,24347-8-0-16.wav,siren,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-16.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/24347-8-0-71.wav,24347-8-0-71.wav,siren,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-71.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold3/90014-8-0-3.wav,90014-8-0-3.wav,siren,fold3,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/90014-8-0-3.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold9/159744-8-0-3.wav,159744-8-0-3.wav,siren,fold9,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/159744-8-0-3.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/57323-8-0-1.wav,57323-8-0-1.wav,siren,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/57323-8-0-1.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold5/111671-8-0-17.wav,111671-8-0-17.wav,siren,fold5,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/111671-8-0-17.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold2/159750-8-0-1.wav,159750-8-0-1.wav,siren,fold2,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/159750-8-0-1.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold10/159742-8-0-5.wav,159742-8-0-5.wav,siren,fold10,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/159742-8-0-5.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold3/22601-8-0-21.wav,22601-8-0-21.wav,siren,fold3,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/22601-8-0-21.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/24347-8-0-87.wav,24347-8-0-87.wav,siren,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/24347-8-0-87.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold3/22601-8-0-9.wav,22601-8-0-9.wav,siren,fold3,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/siren/22601-8-0-9.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold5/113601-9-0-35.wav,113601-9-0-35.wav,street_music,fold5,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/113601-9-0-35.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/173891-9-0-10.wav,173891-9-0-10.wav,street_music,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/173891-9-0-10.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/173891-9-0-2.wav,173891-9-0-2.wav,street_music,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/173891-9-0-2.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/42955-9-0-12.wav,42955-9-0-12.wav,street_music,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/42955-9-0-12.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold4/115415-9-0-7.wav,115415-9-0-7.wav,street_music,fold4,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/115415-9-0-7.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/89442-9-0-17.wav,89442-9-0-17.wav,street_music,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/89442-9-0-17.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/132162-9-1-63.wav,132162-9-1-63.wav,street_music,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/132162-9-1-63.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold5/109263-9-0-39.wav,109263-9-0-39.wav,street_music,fold5,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/109263-9-0-39.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/34866-9-0-13.wav,34866-9-0-13.wav,street_music,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/34866-9-0-13.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold10/147491-9-2-6.wav,147491-9-2-6.wav,street_music,fold10,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/147491-9-2-6.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/126153-9-0-6.wav,126153-9-0-6.wav,street_music,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/126153-9-0-6.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold1/69304-9-0-12.wav,69304-9-0-12.wav,street_music,fold1,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/69304-9-0-12.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold6/155212-9-0-13.wav,155212-9-0-13.wav,street_music,fold6,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/155212-9-0-13.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold9/194310-9-0-73.wav,194310-9-0-73.wav,street_music,fold9,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/194310-9-0-73.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold9/155044-9-0-11.wav,155044-9-0-11.wav,street_music,fold9,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/155044-9-0-11.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/99179-9-0-58.wav,99179-9-0-58.wav,street_music,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/99179-9-0-58.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold2/96169-9-1-61.wav,96169-9-1-61.wav,street_music,fold2,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/96169-9-1-61.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold8/66599-9-1-11.wav,66599-9-1-11.wav,street_music,fold8,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/66599-9-1-11.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold7/28385-9-0-9.wav,28385-9-0-9.wav,street_music,fold7,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/28385-9-0-9.wav
D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/fold3/180057-9-0-20.wav,180057-9-0-20.wav,street_music,fold3,D:/DU-SEM2/Period 1/Data Collection/Lab 3 Audio Folder/archive/selected_4x20/street_music/180057-9-0-20.wav
